,CHECKINGSTATUS,LOANDURATION,CREDITHISTORY,LOANPURPOSE,LOANAMOUNT,EXISTINGSAVINGS,EMPLOYMENTDURATION,INSTALLMENTPERCENT,SEX,OTHERSONLOAN,CURRENTRESIDENCEDURATION,OWNSPROPERTY,AGE,INSTALLMENTPLANS,HOUSING,EXISTINGCREDITSCOUNT,JOB,DEPENDENTS,TELEPHONE,FOREIGNWORKER,RISK
712,0_to_200,22,outstanding_credit,furniture,2765,100_to_500,greater_7,4,male,none,2,unknown,40,none,own,1,skilled,2,yes,yes,No Risk
713,0_to_200,22,outstanding_credit,radio_tv,1588,100_to_500,greater_7,3,female,none,3,car_other,52,none,own,2,skilled,1,yes,yes,Risk
714,0_to_200,22,outstanding_credit,radio_tv,2540,greater_1000,1_to_4,3,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes,No Risk
715,0_to_200,22,outstanding_credit,radio_tv,3902,100_to_500,1_to_4,2,female,none,2,savings_insurance,40,stores,own,2,skilled,1,none,yes,Risk
716,0_to_200,22,prior_payments_delayed,car_new,3048,less_100,less_1,3,female,none,2,savings_insurance,29,bank,own,1,unemployed,1,yes,yes,No Risk
717,0_to_200,22,prior_payments_delayed,car_new,3412,less_100,1_to_4,2,male,none,1,savings_insurance,29,none,free,1,skilled,1,none,yes,Risk
718,0_to_200,22,prior_payments_delayed,radio_tv,3539,less_100,1_to_4,3,male,none,2,car_other,35,none,own,1,skilled,1,yes,yes,No Risk
719,0_to_200,22,prior_payments_delayed,radio_tv,3901,less_100,less_1,3,male,none,2,car_other,38,none,own,2,skilled,1,none,yes,Risk
720,0_to_200,23,all_credits_paid_back,car_new,378,less_100,1_to_4,2,female,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,Risk
721,0_to_200,23,credits_paid_to_date,car_new,2557,less_100,1_to_4,2,male,none,3,real_estate,35,none,rent,1,skilled,1,none,yes,Risk
722,0_to_200,23,credits_paid_to_date,car_new,4323,less_100,1_to_4,3,female,none,3,real_estate,40,none,own,1,skilled,1,none,yes,No Risk
723,0_to_200,23,credits_paid_to_date,car_used,1964,less_100,1_to_4,3,male,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk
724,0_to_200,23,credits_paid_to_date,furniture,2293,less_100,1_to_4,2,female,none,1,real_estate,36,bank,rent,1,unemployed,1,none,yes,No Risk
725,0_to_200,23,credits_paid_to_date,furniture,4323,100_to_500,4_to_7,4,female,co-applicant,4,car_other,43,stores,own,2,unskilled,1,yes,yes,Risk
726,0_to_200,23,credits_paid_to_date,radio_tv,1908,500_to_1000,4_to_7,2,female,none,3,savings_insurance,31,stores,own,1,skilled,1,none,yes,Risk
727,0_to_200,23,credits_paid_to_date,radio_tv,4104,100_to_500,4_to_7,2,male,none,3,savings_insurance,44,stores,rent,2,unskilled,1,none,yes,Risk
728,0_to_200,23,credits_paid_to_date,radio_tv,4869,less_100,1_to_4,2,male,none,3,savings_insurance,36,none,own,2,skilled,2,yes,yes,No Risk
729,0_to_200,23,credits_paid_to_date,repairs,4401,500_to_1000,4_to_7,3,female,co-applicant,3,car_other,42,stores,free,2,skilled,1,none,yes,No Risk
730,0_to_200,23,credits_paid_to_date,repairs,5082,less_100,4_to_7,2,female,none,3,car_other,44,none,free,2,skilled,1,none,yes,No Risk
731,0_to_200,23,credits_paid_to_date,retraining,2930,less_100,1_to_4,3,male,none,3,real_estate,30,none,rent,1,management_self-employed,1,none,yes,No Risk
732,0_to_200,23,credits_paid_to_date,retraining,3387,less_100,less_1,3,female,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
733,0_to_200,23,credits_paid_to_date,retraining,4556,less_100,1_to_4,2,male,none,3,savings_insurance,30,none,own,2,skilled,1,yes,yes,Risk
734,0_to_200,23,credits_paid_to_date,retraining,4881,less_100,4_to_7,3,female,none,1,car_other,48,none,own,1,skilled,1,none,yes,No Risk
735,0_to_200,23,outstanding_credit,appliances,250,100_to_500,greater_7,4,male,none,2,car_other,33,none,own,1,skilled,1,yes,yes,No Risk
736,0_to_200,23,outstanding_credit,appliances,2649,500_to_1000,1_to_4,2,male,none,2,car_other,32,none,own,2,skilled,1,none,yes,Risk
737,0_to_200,23,outstanding_credit,appliances,3706,100_to_500,greater_7,4,male,none,4,savings_insurance,37,none,own,2,skilled,1,none,yes,Risk
738,0_to_200,23,outstanding_credit,appliances,4826,100_to_500,1_to_4,4,male,none,4,unknown,22,none,own,2,skilled,1,yes,yes,Risk
739,0_to_200,23,outstanding_credit,business,2995,500_to_1000,4_to_7,4,female,none,3,unknown,42,none,rent,1,skilled,1,yes,yes,No Risk
740,0_to_200,23,outstanding_credit,business,3364,greater_1000,greater_7,4,male,co-applicant,3,car_other,37,none,own,2,skilled,1,yes,yes,No Risk
741,0_to_200,23,outstanding_credit,business,3752,100_to_500,less_1,3,male,none,4,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,No Risk
742,0_to_200,23,outstanding_credit,business,4636,100_to_500,4_to_7,2,male,none,2,savings_insurance,39,none,rent,3,skilled,1,none,yes,Risk
743,0_to_200,23,outstanding_credit,car_used,2688,greater_1000,4_to_7,3,male,none,4,savings_insurance,38,none,rent,1,skilled,1,none,yes,No Risk
744,0_to_200,23,outstanding_credit,car_used,4257,100_to_500,greater_7,3,male,none,3,car_other,39,bank,rent,2,unemployed,1,yes,yes,No Risk
745,0_to_200,23,outstanding_credit,furniture,2457,500_to_1000,greater_7,4,female,co-applicant,4,car_other,50,stores,own,1,unskilled,1,none,yes,No Risk
746,0_to_200,23,outstanding_credit,furniture,5180,greater_1000,less_1,3,male,none,2,unknown,46,none,own,2,skilled,1,yes,yes,Risk
747,0_to_200,23,outstanding_credit,furniture,7710,100_to_500,4_to_7,4,male,none,3,car_other,43,none,own,2,skilled,1,yes,yes,No Risk
748,0_to_200,23,outstanding_credit,other,4929,100_to_500,1_to_4,4,male,none,3,unknown,38,none,own,1,management_self-employed,1,yes,yes,No Risk
749,0_to_200,23,outstanding_credit,radio_tv,2897,greater_1000,4_to_7,3,female,none,3,car_other,49,bank,rent,1,unemployed,1,yes,yes,Risk
750,0_to_200,23,outstanding_credit,radio_tv,4793,greater_1000,greater_7,4,female,none,4,unknown,42,none,own,2,skilled,1,yes,yes,Risk
751,0_to_200,23,prior_payments_delayed,radio_tv,2829,less_100,1_to_4,2,female,none,2,savings_insurance,38,stores,own,1,skilled,1,none,yes,No Risk
752,0_to_200,23,prior_payments_delayed,radio_tv,6154,less_100,greater_7,3,female,none,3,unknown,52,none,own,2,skilled,1,none,yes,No Risk
753,0_to_200,23,prior_payments_delayed,repairs,6103,greater_1000,4_to_7,4,male,none,4,unknown,36,stores,own,2,unskilled,1,none,yes,Risk
754,0_to_200,23,prior_payments_delayed,retraining,2964,less_100,less_1,2,male,none,3,real_estate,32,none,own,1,skilled,1,yes,yes,No Risk
755,0_to_200,23,prior_payments_delayed,retraining,3280,greater_1000,less_1,2,female,none,1,car_other,49,stores,own,1,skilled,2,yes,yes,No Risk
756,0_to_200,24,credits_paid_to_date,appliances,4165,less_100,4_to_7,4,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
757,0_to_200,24,credits_paid_to_date,business,703,greater_1000,1_to_4,3,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
758,0_to_200,24,credits_paid_to_date,car_new,3229,100_to_500,4_to_7,3,male,none,4,car_other,30,none,own,1,skilled,1,none,yes,Risk
759,0_to_200,24,credits_paid_to_date,car_used,5511,500_to_1000,1_to_4,3,male,none,4,savings_insurance,37,none,own,2,skilled,1,yes,yes,No Risk
760,0_to_200,24,credits_paid_to_date,furniture,2912,less_100,less_1,3,male,none,3,savings_insurance,30,none,rent,2,skilled,1,none,yes,No Risk
761,0_to_200,24,credits_paid_to_date,furniture,6084,less_100,less_1,3,female,none,3,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk
762,0_to_200,24,credits_paid_to_date,radio_tv,250,500_to_1000,less_1,3,male,none,3,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
763,0_to_200,24,credits_paid_to_date,radio_tv,1355,less_100,less_1,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,Risk
764,0_to_200,24,credits_paid_to_date,radio_tv,2257,less_100,1_to_4,3,male,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk
765,0_to_200,24,credits_paid_to_date,radio_tv,2286,less_100,4_to_7,3,male,none,2,savings_insurance,27,bank,own,2,unskilled,2,none,yes,No Risk
766,0_to_200,24,credits_paid_to_date,radio_tv,2484,100_to_500,4_to_7,3,female,none,2,savings_insurance,35,stores,own,2,skilled,1,none,yes,No Risk
767,0_to_200,24,credits_paid_to_date,radio_tv,3124,100_to_500,4_to_7,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
768,0_to_200,24,credits_paid_to_date,radio_tv,4493,less_100,less_1,2,male,none,3,car_other,27,bank,own,1,unskilled,1,yes,yes,No Risk
769,0_to_200,24,credits_paid_to_date,retraining,250,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
770,0_to_200,24,credits_paid_to_date,retraining,3947,less_100,4_to_7,4,male,none,2,car_other,42,bank,own,2,unskilled,1,none,yes,No Risk
771,0_to_200,24,credits_paid_to_date,retraining,4177,less_100,1_to_4,3,male,co-applicant,4,car_other,19,none,rent,1,skilled,1,none,yes,Risk
772,0_to_200,24,credits_paid_to_date,retraining,5984,less_100,1_to_4,4,male,none,3,savings_insurance,46,none,free,2,management_self-employed,1,yes,yes,No Risk
773,0_to_200,24,outstanding_credit,appliances,2734,500_to_1000,greater_7,4,male,none,4,car_other,38,none,own,1,skilled,1,none,yes,Risk
774,0_to_200,24,outstanding_credit,appliances,3415,100_to_500,1_to_4,3,male,none,4,savings_insurance,26,none,own,1,skilled,2,yes,yes,No Risk
775,0_to_200,24,outstanding_credit,car_used,2349,100_to_500,1_to_4,2,male,co-applicant,4,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
776,0_to_200,24,outstanding_credit,car_used,5056,500_to_1000,4_to_7,4,male,none,4,unknown,43,none,own,2,skilled,1,none,yes,No Risk
777,0_to_200,24,outstanding_credit,car_used,5118,500_to_1000,4_to_7,4,male,none,4,savings_insurance,41,none,free,2,skilled,1,yes,yes,No Risk
778,0_to_200,24,outstanding_credit,education,690,unknown,4_to_7,3,male,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk
779,0_to_200,24,outstanding_credit,education,3152,100_to_500,4_to_7,2,female,none,1,unknown,50,stores,own,1,unskilled,1,none,yes,No Risk
780,0_to_200,24,outstanding_credit,radio_tv,3091,500_to_1000,less_1,2,male,none,3,savings_insurance,37,bank,rent,2,unskilled,2,yes,yes,No Risk
781,0_to_200,24,outstanding_credit,radio_tv,3265,100_to_500,4_to_7,4,male,none,2,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,No Risk
782,0_to_200,24,outstanding_credit,radio_tv,4829,100_to_500,4_to_7,3,male,none,2,car_other,41,none,own,2,skilled,1,yes,yes,No Risk
783,0_to_200,24,prior_payments_delayed,business,4956,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,none,yes,No Risk
784,0_to_200,24,prior_payments_delayed,retraining,2410,100_to_500,4_to_7,3,female,none,1,car_other,37,stores,own,1,unskilled,1,none,yes,No Risk
785,0_to_200,25,all_credits_paid_back,appliances,3797,less_100,1_to_4,3,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk
786,0_to_200,25,all_credits_paid_back,retraining,3139,less_100,less_1,3,female,none,3,car_other,28,none,own,1,skilled,1,none,yes,No Risk
787,0_to_200,25,credits_paid_to_date,appliances,6088,less_100,4_to_7,4,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
788,0_to_200,25,credits_paid_to_date,car_new,3018,100_to_500,1_to_4,3,male,none,2,real_estate,30,bank,own,2,unskilled,1,none,yes,No Risk
789,0_to_200,25,credits_paid_to_date,car_used,2694,greater_1000,greater_7,2,female,none,2,savings_insurance,41,stores,own,2,unskilled,1,yes,yes,No Risk
790,0_to_200,25,credits_paid_to_date,education,2228,greater_1000,greater_7,3,male,none,2,savings_insurance,43,none,own,2,skilled,1,none,yes,Risk
791,0_to_200,25,credits_paid_to_date,education,4016,500_to_1000,1_to_4,3,male,none,2,car_other,33,none,own,1,skilled,2,yes,yes,No Risk
792,0_to_200,25,credits_paid_to_date,furniture,3716,less_100,4_to_7,4,male,none,2,car_other,38,none,own,2,skilled,1,none,yes,No Risk
793,0_to_200,25,credits_paid_to_date,furniture,5359,100_to_500,greater_7,4,female,none,2,car_other,53,none,free,3,skilled,2,yes,yes,No Risk
794,0_to_200,25,credits_paid_to_date,radio_tv,3373,less_100,4_to_7,3,female,none,3,car_other,37,none,own,2,skilled,2,yes,yes,No Risk
795,0_to_200,25,credits_paid_to_date,retraining,2450,less_100,less_1,2,male,none,1,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk
796,0_to_200,25,credits_paid_to_date,retraining,2705,greater_1000,less_1,3,male,none,3,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
797,0_to_200,25,credits_paid_to_date,retraining,4411,less_100,4_to_7,2,male,none,1,savings_insurance,35,stores,own,2,skilled,1,none,yes,No Risk
798,0_to_200,25,credits_paid_to_date,retraining,7412,500_to_1000,1_to_4,4,female,none,4,savings_insurance,33,none,own,2,skilled,1,none,yes,Risk
799,0_to_200,25,outstanding_credit,appliances,2992,500_to_1000,4_to_7,3,male,none,2,car_other,41,none,own,2,skilled,1,none,no,No Risk
800,0_to_200,25,outstanding_credit,appliances,4519,100_to_500,4_to_7,3,male,none,4,car_other,34,none,own,1,skilled,1,yes,yes,No Risk
801,0_to_200,25,outstanding_credit,appliances,5086,greater_1000,1_to_4,3,male,none,4,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk
802,0_to_200,25,outstanding_credit,appliances,7801,100_to_500,greater_7,5,female,none,4,car_other,39,none,own,1,management_self-employed,1,yes,yes,Risk
803,0_to_200,25,outstanding_credit,car_used,3190,100_to_500,1_to_4,3,male,none,3,savings_insurance,42,bank,own,1,unskilled,1,none,yes,No Risk
804,0_to_200,25,outstanding_credit,car_used,4180,100_to_500,greater_7,4,male,guarantor,4,savings_insurance,59,none,free,2,skilled,1,yes,yes,No Risk
805,0_to_200,25,outstanding_credit,car_used,4887,greater_1000,greater_7,4,female,none,4,unknown,55,none,own,2,skilled,2,yes,yes,Risk
806,0_to_200,25,outstanding_credit,furniture,1244,100_to_500,1_to_4,2,female,none,3,savings_insurance,40,stores,free,2,skilled,1,yes,yes,No Risk
807,0_to_200,25,outstanding_credit,furniture,3292,500_to_1000,4_to_7,3,male,none,4,car_other,43,bank,rent,1,unskilled,1,none,yes,Risk
808,0_to_200,25,prior_payments_delayed,car_used,2487,greater_1000,1_to_4,2,female,none,2,savings_insurance,35,stores,own,1,skilled,1,none,yes,No Risk
809,0_to_200,25,prior_payments_delayed,radio_tv,3420,500_to_1000,greater_7,2,female,none,3,car_other,45,none,own,2,skilled,1,yes,yes,Risk
810,0_to_200,25,prior_payments_delayed,radio_tv,4662,less_100,1_to_4,2,male,none,3,unknown,30,none,own,2,skilled,1,none,yes,Risk
811,0_to_200,25,prior_payments_delayed,radio_tv,4901,less_100,greater_7,4,female,none,2,savings_insurance,42,none,own,1,skilled,1,none,yes,No Risk
812,0_to_200,26,all_credits_paid_back,furniture,3416,less_100,1_to_4,3,male,none,1,savings_insurance,19,stores,own,1,unskilled,1,none,yes,No Risk
813,0_to_200,26,all_credits_paid_back,repairs,2727,500_to_1000,1_to_4,2,female,none,2,savings_insurance,27,stores,rent,2,unskilled,1,none,yes,No Risk
814,0_to_200,26,credits_paid_to_date,car_new,250,greater_1000,1_to_4,2,female,none,3,savings_insurance,27,stores,own,2,skilled,1,none,yes,No Risk
815,0_to_200,26,credits_paid_to_date,car_new,1731,less_100,4_to_7,2,male,none,2,car_other,36,stores,own,2,skilled,1,none,yes,Risk
816,0_to_200,26,credits_paid_to_date,car_new,1950,500_to_1000,1_to_4,3,female,none,2,real_estate,32,none,rent,1,skilled,1,none,yes,No Risk
817,0_to_200,26,credits_paid_to_date,car_used,4150,less_100,4_to_7,2,male,none,3,car_other,31,stores,own,1,unskilled,1,yes,yes,Risk
818,0_to_200,26,credits_paid_to_date,car_used,5826,less_100,4_to_7,3,male,none,4,car_other,34,none,own,1,skilled,1,yes,yes,No Risk
819,0_to_200,26,credits_paid_to_date,furniture,250,100_to_500,1_to_4,1,female,none,3,car_other,29,stores,own,1,unskilled,1,none,yes,No Risk
820,0_to_200,26,credits_paid_to_date,furniture,3110,less_100,1_to_4,3,male,none,4,real_estate,32,none,free,1,management_self-employed,1,none,yes,No Risk
821,0_to_200,26,credits_paid_to_date,furniture,4417,less_100,1_to_4,2,female,co-applicant,2,savings_insurance,21,stores,own,1,skilled,1,none,yes,No Risk
822,0_to_200,26,credits_paid_to_date,radio_tv,250,less_100,4_to_7,2,male,none,2,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk
823,0_to_200,26,credits_paid_to_date,radio_tv,3261,less_100,less_1,3,male,none,3,real_estate,36,none,own,1,management_self-employed,1,none,yes,No Risk
824,0_to_200,26,credits_paid_to_date,radio_tv,3346,greater_1000,4_to_7,4,male,none,4,unknown,35,none,rent,1,skilled,2,yes,yes,Risk
825,0_to_200,26,credits_paid_to_date,radio_tv,5521,greater_1000,greater_7,4,male,none,3,savings_insurance,34,none,own,2,management_self-employed,1,yes,yes,No Risk
826,0_to_200,26,credits_paid_to_date,radio_tv,6158,less_100,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,1,yes,yes,No Risk
827,0_to_200,26,credits_paid_to_date,retraining,2987,100_to_500,less_1,2,female,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk
828,0_to_200,26,credits_paid_to_date,retraining,4580,100_to_500,1_to_4,3,male,none,3,savings_insurance,28,bank,rent,2,unemployed,2,yes,yes,No Risk
829,0_to_200,26,prior_payments_delayed,radio_tv,2894,100_to_500,greater_7,3,male,none,2,savings_insurance,30,none,own,2,skilled,1,yes,yes,No Risk
830,0_to_200,27,all_credits_paid_back,furniture,3757,100_to_500,4_to_7,3,female,none,3,savings_insurance,30,stores,own,1,skilled,1,none,yes,Risk
831,0_to_200,27,credits_paid_to_date,car_new,1634,less_100,4_to_7,3,male,none,3,savings_insurance,45,none,free,2,skilled,1,yes,yes,No Risk
832,0_to_200,27,credits_paid_to_date,car_used,1918,100_to_500,4_to_7,3,female,none,3,real_estate,20,stores,rent,1,skilled,1,none,yes,No Risk
833,0_to_200,27,credits_paid_to_date,car_used,3139,less_100,less_1,2,female,none,1,car_other,30,stores,own,1,skilled,1,none,yes,No Risk
834,0_to_200,27,credits_paid_to_date,car_used,3521,greater_1000,1_to_4,3,female,none,3,car_other,38,none,own,3,skilled,1,yes,yes,No Risk
835,0_to_200,27,credits_paid_to_date,car_used,4591,less_100,4_to_7,3,female,none,2,savings_insurance,38,none,own,1,skilled,2,none,no,Risk
836,0_to_200,27,credits_paid_to_date,car_used,5923,100_to_500,4_to_7,4,male,none,3,car_other,36,none,own,2,skilled,1,none,yes,Risk
837,0_to_200,27,credits_paid_to_date,education,4811,100_to_500,greater_7,4,male,none,3,car_other,34,none,free,2,skilled,1,yes,yes,No Risk
838,0_to_200,27,credits_paid_to_date,furniture,361,100_to_500,4_to_7,2,male,none,2,car_other,34,stores,own,1,skilled,1,yes,yes,No Risk
839,0_to_200,27,credits_paid_to_date,furniture,2947,greater_1000,1_to_4,3,female,none,3,real_estate,33,none,own,1,skilled,1,none,yes,No Risk
840,0_to_200,27,credits_paid_to_date,furniture,7191,500_to_1000,greater_7,4,male,none,4,car_other,41,none,own,2,skilled,2,none,yes,No Risk
841,0_to_200,27,credits_paid_to_date,radio_tv,3235,less_100,1_to_4,2,female,none,3,car_other,36,none,rent,1,skilled,1,none,yes,No Risk
842,0_to_200,27,credits_paid_to_date,radio_tv,4505,less_100,1_to_4,3,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk
843,0_to_200,27,credits_paid_to_date,retraining,1527,less_100,4_to_7,3,male,none,1,car_other,26,stores,free,2,unskilled,1,yes,yes,No Risk
844,0_to_200,27,credits_paid_to_date,retraining,5685,less_100,1_to_4,4,male,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes,No Risk
845,0_to_200,27,outstanding_credit,appliances,4188,100_to_500,greater_7,4,male,none,3,car_other,37,bank,own,2,unemployed,1,none,yes,No Risk
846,0_to_200,27,outstanding_credit,appliances,5929,100_to_500,greater_7,4,male,none,3,unknown,44,none,own,2,skilled,1,yes,yes,No Risk
847,0_to_200,27,outstanding_credit,appliances,5996,greater_1000,greater_7,3,female,none,3,unknown,40,none,own,2,skilled,1,yes,yes,Risk
848,0_to_200,27,outstanding_credit,appliances,6716,greater_1000,4_to_7,3,male,none,4,car_other,34,none,own,2,skilled,2,yes,yes,Risk
849,0_to_200,27,outstanding_credit,car_used,1571,unknown,greater_7,4,male,none,4,savings_insurance,29,none,own,1,skilled,2,yes,yes,No Risk
850,0_to_200,27,outstanding_credit,car_used,3081,500_to_1000,4_to_7,4,male,none,4,savings_insurance,43,none,own,1,skilled,1,yes,no,Risk
851,0_to_200,27,outstanding_credit,furniture,2463,100_to_500,1_to_4,3,female,none,2,car_other,38,none,own,2,skilled,1,none,yes,Risk
852,0_to_200,27,outstanding_credit,retraining,5229,100_to_500,4_to_7,4,female,co-applicant,4,car_other,43,bank,own,1,unemployed,1,yes,yes,No Risk
853,0_to_200,27,prior_payments_delayed,appliances,709,100_to_500,greater_7,3,female,none,2,real_estate,22,stores,rent,2,skilled,2,none,yes,Risk
854,0_to_200,27,prior_payments_delayed,car_used,2513,100_to_500,greater_7,4,male,none,3,savings_insurance,32,none,own,2,skilled,1,yes,yes,Risk
855,0_to_200,27,prior_payments_delayed,furniture,2405,100_to_500,1_to_4,3,female,none,2,real_estate,31,none,rent,1,skilled,1,none,yes,No Risk
856,0_to_200,28,credits_paid_to_date,appliances,2118,less_100,4_to_7,2,male,none,3,real_estate,37,none,own,1,skilled,1,yes,yes,No Risk
857,0_to_200,28,credits_paid_to_date,appliances,3105,greater_1000,1_to_4,3,male,none,4,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
858,0_to_200,28,credits_paid_to_date,car_used,250,greater_1000,less_1,2,male,none,2,real_estate,32,none,own,1,skilled,1,none,yes,No Risk
859,0_to_200,28,credits_paid_to_date,car_used,723,less_100,4_to_7,3,male,none,2,savings_insurance,37,stores,rent,1,skilled,1,none,yes,No Risk
860,0_to_200,28,credits_paid_to_date,car_used,1150,100_to_500,4_to_7,2,male,none,2,savings_insurance,33,none,own,1,skilled,2,none,yes,No Risk
861,0_to_200,28,credits_paid_to_date,car_used,2138,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk
862,0_to_200,28,credits_paid_to_date,car_used,2605,less_100,1_to_4,3,female,none,3,savings_insurance,36,none,free,1,skilled,1,none,no,Risk
863,0_to_200,28,credits_paid_to_date,car_used,2901,500_to_1000,1_to_4,2,male,guarantor,4,car_other,44,stores,own,1,skilled,1,yes,yes,No Risk
864,0_to_200,28,credits_paid_to_date,car_used,3810,less_100,1_to_4,3,male,none,4,savings_insurance,34,none,rent,2,management_self-employed,2,none,yes,No Risk
865,0_to_200,28,credits_paid_to_date,car_used,5062,less_100,4_to_7,3,female,none,2,car_other,41,bank,rent,1,unemployed,1,none,yes,No Risk
866,0_to_200,28,credits_paid_to_date,education,5936,less_100,4_to_7,4,male,none,4,car_other,32,none,own,2,management_self-employed,1,yes,yes,No Risk
867,0_to_200,28,credits_paid_to_date,furniture,2734,greater_1000,4_to_7,3,male,none,1,savings_insurance,33,none,own,1,skilled,1,yes,yes,No Risk
868,0_to_200,28,credits_paid_to_date,furniture,3250,100_to_500,less_1,1,male,none,2,real_estate,30,bank,rent,2,unemployed,1,yes,yes,No Risk
869,0_to_200,28,credits_paid_to_date,furniture,3300,less_100,less_1,3,male,none,4,real_estate,29,none,own,2,skilled,1,none,yes,No Risk
870,0_to_200,28,credits_paid_to_date,furniture,3515,less_100,less_1,2,male,none,3,car_other,31,none,own,2,skilled,2,yes,yes,Risk
871,0_to_200,28,credits_paid_to_date,furniture,3519,less_100,4_to_7,4,male,none,2,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk
872,0_to_200,28,credits_paid_to_date,radio_tv,2379,less_100,4_to_7,3,male,none,2,real_estate,26,none,free,1,skilled,1,none,yes,No Risk
873,0_to_200,28,credits_paid_to_date,radio_tv,3714,500_to_1000,4_to_7,4,male,none,4,savings_insurance,29,stores,own,2,unskilled,1,yes,yes,No Risk
874,0_to_200,28,credits_paid_to_date,radio_tv,3801,less_100,4_to_7,3,female,none,3,savings_insurance,54,stores,free,2,skilled,1,none,yes,Risk
875,0_to_200,28,credits_paid_to_date,radio_tv,5184,greater_1000,greater_7,3,female,none,4,unknown,41,bank,rent,2,unemployed,1,yes,yes,Risk
876,0_to_200,28,credits_paid_to_date,retraining,1152,less_100,less_1,2,female,none,2,savings_insurance,20,stores,own,1,skilled,1,none,yes,No Risk
877,0_to_200,28,credits_paid_to_date,retraining,3693,less_100,greater_7,3,male,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
878,0_to_200,28,outstanding_credit,car_used,4258,greater_1000,1_to_4,3,male,none,4,unknown,35,none,own,2,skilled,1,yes,yes,No Risk
879,0_to_200,28,outstanding_credit,car_used,7851,100_to_500,4_to_7,4,female,none,4,unknown,52,stores,own,2,skilled,1,none,yes,Risk
880,0_to_200,28,outstanding_credit,furniture,3355,100_to_500,4_to_7,4,female,none,3,savings_insurance,37,bank,own,2,unemployed,1,yes,yes,No Risk
881,0_to_200,28,outstanding_credit,radio_tv,5011,unknown,1_to_4,2,male,none,3,car_other,32,none,own,2,skilled,1,none,yes,No Risk
882,0_to_200,28,prior_payments_delayed,business,6670,100_to_500,4_to_7,4,female,none,2,car_other,36,none,own,3,skilled,1,none,yes,No Risk
883,0_to_200,28,prior_payments_delayed,radio_tv,2984,100_to_500,greater_7,3,male,none,2,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
884,0_to_200,29,credits_paid_to_date,business,3745,less_100,4_to_7,4,male,none,2,savings_insurance,26,none,own,1,skilled,2,yes,yes,Risk
885,0_to_200,29,credits_paid_to_date,car_used,2711,less_100,less_1,2,male,none,2,savings_insurance,28,none,own,2,skilled,1,none,yes,No Risk
886,0_to_200,29,credits_paid_to_date,car_used,3368,less_100,4_to_7,4,female,none,2,car_other,47,none,own,1,skilled,1,none,yes,No Risk
887,0_to_200,29,credits_paid_to_date,car_used,4392,100_to_500,1_to_4,3,male,none,2,savings_insurance,28,none,own,2,skilled,1,yes,yes,Risk
888,0_to_200,29,credits_paid_to_date,furniture,2642,less_100,1_to_4,2,female,none,3,savings_insurance,41,none,rent,2,skilled,1,yes,yes,Risk
889,0_to_200,29,credits_paid_to_date,furniture,3705,less_100,less_1,3,female,co-applicant,3,car_other,44,none,own,1,skilled,1,none,yes,No Risk
890,0_to_200,29,credits_paid_to_date,furniture,6343,500_to_1000,1_to_4,3,male,none,2,savings_insurance,34,bank,own,2,unskilled,1,none,yes,No Risk
891,0_to_200,29,credits_paid_to_date,radio_tv,3142,less_100,1_to_4,3,male,none,2,real_estate,40,none,own,2,skilled,1,none,yes,No Risk
892,0_to_200,29,credits_paid_to_date,radio_tv,3617,100_to_500,greater_7,3,male,none,2,savings_insurance,34,none,own,2,skilled,2,none,yes,Risk
