CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
0_to_200,24,credits_paid_to_date,radio_tv,1917,less_100,4_to_7,2,male,none,2,car_other,27,none,rent,1,skilled,1,yes,yes,No Risk
0_to_200,24,outstanding_credit,appliances,881,100_to_500,1_to_4,2,male,none,3,car_other,36,none,own,2,skilled,1,none,yes,Risk
0_to_200,24,outstanding_credit,business,3119,100_to_500,greater_7,4,male,none,4,unknown,41,none,own,2,skilled,1,none,yes,No Risk
0_to_200,25,all_credits_paid_back,radio_tv,2429,500_to_1000,1_to_4,3,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk
0_to_200,25,credits_paid_to_date,car_new,2021,500_to_1000,1_to_4,3,male,none,3,car_other,38,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,25,credits_paid_to_date,car_new,2750,less_100,less_1,1,male,none,2,real_estate,38,none,own,1,skilled,2,yes,yes,No Risk
0_to_200,25,credits_paid_to_date,car_new,3027,less_100,1_to_4,3,male,none,2,savings_insurance,31,none,own,1,skilled,2,yes,yes,No Risk
0_to_200,25,credits_paid_to_date,car_new,3523,less_100,1_to_4,3,male,co-applicant,4,real_estate,33,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,25,credits_paid_to_date,furniture,3468,greater_1000,1_to_4,3,male,none,3,savings_insurance,27,bank,rent,1,unskilled,2,none,yes,No Risk
0_to_200,25,credits_paid_to_date,furniture,3716,100_to_500,1_to_4,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,25,credits_paid_to_date,furniture,3908,less_100,1_to_4,2,male,none,3,savings_insurance,36,bank,own,1,unskilled,2,yes,yes,No Risk
0_to_200,25,credits_paid_to_date,radio_tv,2092,less_100,less_1,1,male,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
0_to_200,25,credits_paid_to_date,radio_tv,3009,less_100,4_to_7,3,male,none,1,car_other,23,none,own,1,skilled,1,none,yes,Risk
0_to_200,25,credits_paid_to_date,radio_tv,4535,100_to_500,less_1,2,male,none,3,unknown,31,none,own,1,skilled,1,none,yes,No Risk
0_to_200,25,outstanding_credit,appliances,5049,greater_1000,greater_7,3,male,none,3,car_other,54,none,own,2,skilled,1,none,yes,No Risk
0_to_200,25,outstanding_credit,other,3411,500_to_1000,1_to_4,4,male,co-applicant,2,car_other,43,bank,own,2,unemployed,1,yes,yes,No Risk
0_to_200,25,prior_payments_delayed,business,3037,100_to_500,greater_7,4,male,none,4,savings_insurance,35,none,own,1,management_self-employed,1,none,yes,Risk
0_to_200,26,credits_paid_to_date,car_used,3052,less_100,4_to_7,3,female,none,3,savings_insurance,45,none,free,2,skilled,1,none,yes,Risk
0_to_200,26,credits_paid_to_date,radio_tv,2553,less_100,1_to_4,3,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk
0_to_200,26,credits_paid_to_date,radio_tv,2772,less_100,4_to_7,3,female,none,1,savings_insurance,34,none,own,1,skilled,1,none,yes,Risk
0_to_200,26,credits_paid_to_date,radio_tv,3916,greater_1000,1_to_4,2,female,co-applicant,2,savings_insurance,42,stores,free,3,unskilled,1,yes,no,No Risk
0_to_200,26,credits_paid_to_date,retraining,3994,less_100,less_1,3,male,none,2,car_other,28,none,own,1,skilled,1,none,yes,No Risk
0_to_200,26,outstanding_credit,appliances,4474,100_to_500,greater_7,4,male,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes,No Risk
0_to_200,26,outstanding_credit,furniture,2979,500_to_1000,4_to_7,2,male,none,3,car_other,38,stores,own,1,skilled,1,yes,yes,No Risk
0_to_200,26,prior_payments_delayed,car_used,2309,100_to_500,1_to_4,3,female,co-applicant,2,car_other,37,stores,own,2,unskilled,1,yes,yes,Risk
0_to_200,27,credits_paid_to_date,radio_tv,3411,less_100,less_1,3,male,none,3,car_other,32,none,own,1,skilled,1,none,yes,No Risk
0_to_200,27,outstanding_credit,business,7115,500_to_1000,greater_7,3,male,none,3,unknown,42,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,27,outstanding_credit,car_used,4541,100_to_500,less_1,2,male,none,4,unknown,42,none,own,2,skilled,2,yes,yes,Risk
0_to_200,27,outstanding_credit,furniture,2828,500_to_1000,greater_7,3,male,none,2,savings_insurance,38,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,28,credits_paid_to_date,furniture,5361,100_to_500,1_to_4,3,male,none,2,car_other,37,stores,own,1,unskilled,1,none,yes,Risk
0_to_200,28,credits_paid_to_date,radio_tv,250,100_to_500,4_to_7,2,male,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,28,credits_paid_to_date,radio_tv,337,100_to_500,less_1,1,female,none,2,car_other,21,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,28,credits_paid_to_date,radio_tv,1224,100_to_500,less_1,1,female,none,3,car_other,32,bank,rent,1,unskilled,1,none,yes,Risk
0_to_200,28,outstanding_credit,business,4776,unknown,greater_7,5,female,none,3,unknown,46,none,free,2,skilled,1,none,yes,Risk
0_to_200,28,outstanding_credit,car_used,3720,greater_1000,greater_7,4,female,none,4,car_other,38,none,own,2,skilled,1,none,no,Risk
0_to_200,28,prior_payments_delayed,car_used,3952,greater_1000,greater_7,4,male,none,4,savings_insurance,36,none,own,2,skilled,1,none,yes,No Risk
0_to_200,29,credits_paid_to_date,education,3458,less_100,less_1,2,male,none,2,car_other,45,stores,rent,1,skilled,1,none,yes,Risk
0_to_200,29,credits_paid_to_date,furniture,4897,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,Risk
0_to_200,29,credits_paid_to_date,radio_tv,250,100_to_500,1_to_4,3,male,co-applicant,3,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
0_to_200,29,outstanding_credit,appliances,6614,100_to_500,greater_7,4,male,none,4,car_other,37,none,free,2,management_self-employed,1,yes,yes,No Risk
0_to_200,29,outstanding_credit,radio_tv,2078,100_to_500,4_to_7,4,male,none,4,savings_insurance,27,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,29,outstanding_credit,radio_tv,4193,100_to_500,4_to_7,4,male,none,4,savings_insurance,39,bank,own,2,unskilled,1,yes,yes,No Risk
0_to_200,30,credits_paid_to_date,furniture,250,100_to_500,4_to_7,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,Risk
0_to_200,30,credits_paid_to_date,furniture,2249,100_to_500,less_1,3,male,none,3,savings_insurance,33,none,own,1,skilled,1,yes,yes,Risk
0_to_200,30,credits_paid_to_date,furniture,3454,greater_1000,greater_7,3,male,none,2,savings_insurance,33,stores,own,2,unskilled,1,none,yes,Risk
0_to_200,30,credits_paid_to_date,radio_tv,2368,100_to_500,4_to_7,3,male,none,3,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,30,outstanding_credit,vacation,3541,100_to_500,4_to_7,4,male,none,4,car_other,33,stores,rent,2,unskilled,1,none,yes,No Risk
0_to_200,30,prior_payments_delayed,radio_tv,982,500_to_1000,4_to_7,4,male,none,3,car_other,42,bank,own,1,unemployed,1,yes,yes,Risk
0_to_200,31,outstanding_credit,furniture,5702,100_to_500,greater_7,3,female,none,4,unknown,47,none,own,2,skilled,1,yes,yes,Risk
0_to_200,32,credits_paid_to_date,appliances,3885,100_to_500,4_to_7,4,male,none,4,car_other,36,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,32,credits_paid_to_date,business,4766,less_100,1_to_4,4,male,none,4,savings_insurance,30,stores,rent,2,unskilled,2,none,yes,No Risk
0_to_200,32,credits_paid_to_date,car_used,3862,100_to_500,less_1,2,male,none,2,savings_insurance,24,bank,rent,1,unemployed,1,yes,yes,No Risk
0_to_200,32,credits_paid_to_date,car_used,4186,100_to_500,greater_7,4,female,none,2,savings_insurance,41,none,own,2,skilled,1,none,yes,No Risk
0_to_200,32,credits_paid_to_date,other,2909,greater_1000,4_to_7,4,female,none,3,car_other,35,none,own,2,skilled,2,yes,yes,No Risk
0_to_200,32,credits_paid_to_date,radio_tv,4593,500_to_1000,4_to_7,4,male,none,3,car_other,34,none,free,2,skilled,1,none,yes,Risk
0_to_200,32,credits_paid_to_date,radio_tv,5038,less_100,4_to_7,4,male,none,4,car_other,37,none,own,3,skilled,1,none,yes,Risk
0_to_200,32,credits_paid_to_date,radio_tv,5062,100_to_500,1_to_4,2,female,none,2,savings_insurance,33,stores,own,2,unskilled,1,none,yes,No Risk
0_to_200,33,outstanding_credit,radio_tv,4296,500_to_1000,greater_7,4,male,none,2,unknown,42,stores,own,2,unskilled,1,none,yes,No Risk
0_to_200,33,outstanding_credit,vacation,1006,500_to_1000,4_to_7,4,male,none,3,car_other,26,none,own,2,skilled,1,none,yes,No Risk
0_to_200,33,outstanding_credit,vacation,5848,100_to_500,1_to_4,4,female,guarantor,4,unknown,43,none,free,2,skilled,1,yes,yes,Risk
0_to_200,33,prior_payments_delayed,appliances,2641,100_to_500,4_to_7,4,male,none,3,real_estate,36,stores,own,1,unskilled,2,yes,yes,No Risk
0_to_200,34,outstanding_credit,furniture,3789,500_to_1000,greater_7,4,male,none,3,unknown,47,none,free,2,skilled,1,yes,yes,No Risk
0_to_200,34,outstanding_credit,repairs,4593,unknown,1_to_4,3,male,none,2,savings_insurance,39,stores,own,2,unskilled,1,none,yes,No Risk
0_to_200,34,prior_payments_delayed,appliances,4508,100_to_500,4_to_7,4,female,none,4,savings_insurance,35,none,own,2,skilled,1,none,yes,Risk
0_to_200,34,prior_payments_delayed,radio_tv,6163,100_to_500,1_to_4,4,male,none,3,savings_insurance,33,none,own,2,skilled,1,none,yes,No Risk
0_to_200,35,credits_paid_to_date,business,3740,greater_1000,1_to_4,3,male,none,3,car_other,19,none,own,2,skilled,1,none,yes,No Risk
0_to_200,35,credits_paid_to_date,car_used,5521,100_to_500,1_to_4,2,male,none,3,car_other,38,none,own,2,skilled,1,none,yes,No Risk
0_to_200,35,credits_paid_to_date,retraining,3810,less_100,4_to_7,3,female,co-applicant,2,unknown,43,stores,own,1,skilled,1,none,yes,No Risk
0_to_200,35,outstanding_credit,repairs,3419,unknown,greater_7,4,female,none,4,car_other,40,none,own,2,skilled,1,yes,yes,Risk
0_to_200,35,prior_payments_delayed,appliances,3497,greater_1000,less_1,3,female,none,3,car_other,28,none,own,1,skilled,1,none,yes,No Risk
0_to_200,35,prior_payments_delayed,vacation,956,500_to_1000,4_to_7,4,male,co-applicant,3,savings_insurance,39,stores,own,1,unskilled,1,yes,yes,No Risk
0_to_200,36,credits_paid_to_date,appliances,7469,less_100,1_to_4,3,male,none,4,car_other,29,none,own,1,skilled,2,none,yes,No Risk
0_to_200,37,prior_payments_delayed,appliances,4771,500_to_1000,greater_7,3,female,none,4,car_other,39,none,own,2,skilled,1,yes,yes,Risk
0_to_200,38,prior_payments_delayed,furniture,5246,500_to_1000,4_to_7,3,male,none,4,savings_insurance,39,stores,free,2,unskilled,1,none,yes,No Risk
0_to_200,41,credits_paid_to_date,radio_tv,4307,100_to_500,4_to_7,3,male,none,2,savings_insurance,19,none,own,2,skilled,2,yes,yes,No Risk
0_to_200,42,outstanding_credit,appliances,3709,500_to_1000,greater_7,4,female,none,4,unknown,51,stores,own,1,unskilled,1,none,yes,Risk
0_to_200,42,outstanding_credit,radio_tv,6983,500_to_1000,greater_7,5,male,co-applicant,3,unknown,42,stores,own,2,unskilled,1,yes,yes,Risk
0_to_200,42,prior_payments_delayed,appliances,2760,100_to_500,4_to_7,3,male,none,2,car_other,34,bank,own,1,unemployed,1,yes,yes,Risk
0_to_200,44,prior_payments_delayed,repairs,6621,500_to_1000,greater_7,5,male,none,3,unknown,35,bank,own,2,unemployed,1,none,yes,No Risk
greater_200,4,all_credits_paid_back,car_new,2177,less_100,1_to_4,2,female,none,3,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,No Risk
greater_200,4,prior_payments_delayed,repairs,1289,less_100,1_to_4,3,female,co-applicant,4,real_estate,50,none,own,1,skilled,1,yes,yes,No Risk
greater_200,6,credits_paid_to_date,car_new,250,less_100,4_to_7,2,female,none,3,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk
greater_200,6,credits_paid_to_date,car_new,3553,less_100,1_to_4,3,male,none,4,savings_insurance,26,none,own,1,management_self-employed,1,none,yes,No Risk
greater_200,9,credits_paid_to_date,appliances,938,less_100,4_to_7,3,female,none,3,savings_insurance,40,stores,own,1,skilled,1,none,yes,No Risk
greater_200,12,prior_payments_delayed,radio_tv,336,100_to_500,4_to_7,3,male,none,3,savings_insurance,33,none,free,1,skilled,1,yes,yes,No Risk
greater_200,14,prior_payments_delayed,car_new,1683,100_to_500,1_to_4,3,male,co-applicant,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,No Risk
greater_200,16,credits_paid_to_date,repairs,907,less_100,less_1,2,female,co-applicant,2,car_other,57,stores,own,1,unskilled,1,yes,yes,Risk
greater_200,16,outstanding_credit,radio_tv,2832,greater_1000,4_to_7,4,male,none,3,car_other,33,none,own,1,skilled,1,none,yes,No Risk
greater_200,17,credits_paid_to_date,car_new,250,greater_1000,less_1,1,male,co-applicant,2,real_estate,40,none,own,1,skilled,1,yes,yes,No Risk
greater_200,18,all_credits_paid_back,car_used,945,100_to_500,1_to_4,3,female,none,3,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk
greater_200,18,credits_paid_to_date,car_new,1325,less_100,1_to_4,2,female,none,2,savings_insurance,36,bank,rent,1,unemployed,1,none,yes,No Risk
greater_200,19,credits_paid_to_date,retraining,5242,100_to_500,1_to_4,2,male,none,1,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
greater_200,19,outstanding_credit,car_used,4467,100_to_500,less_1,3,male,none,3,car_other,28,stores,own,3,unskilled,2,yes,yes,No Risk
greater_200,20,credits_paid_to_date,furniture,250,100_to_500,1_to_4,1,female,co-applicant,3,real_estate,39,bank,own,1,unemployed,1,yes,yes,No Risk
greater_200,20,credits_paid_to_date,furniture,1849,less_100,1_to_4,3,female,co-applicant,2,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk
greater_200,20,credits_paid_to_date,radio_tv,3299,greater_1000,4_to_7,4,female,none,3,car_other,57,none,free,2,skilled,2,yes,yes,Risk
greater_200,20,credits_paid_to_date,repairs,5238,greater_1000,4_to_7,4,male,none,3,car_other,50,none,own,2,skilled,1,yes,yes,No Risk
greater_200,20,outstanding_credit,appliances,5257,unknown,1_to_4,3,male,none,4,car_other,27,none,own,2,skilled,1,none,yes,No Risk
greater_200,20,outstanding_credit,car_used,3074,100_to_500,4_to_7,4,female,guarantor,4,car_other,48,none,free,2,skilled,1,yes,yes,Risk
greater_200,21,credits_paid_to_date,furniture,7148,less_100,1_to_4,3,female,none,4,car_other,43,none,own,1,skilled,1,none,yes,Risk
greater_200,21,outstanding_credit,car_used,5912,100_to_500,4_to_7,4,female,co-applicant,4,unknown,46,none,own,1,skilled,2,yes,yes,Risk
greater_200,21,outstanding_credit,radio_tv,4080,100_to_500,4_to_7,3,male,none,3,car_other,52,none,own,1,skilled,1,yes,yes,No Risk
greater_200,22,credits_paid_to_date,furniture,4109,less_100,4_to_7,3,male,none,4,unknown,45,none,own,1,skilled,1,none,yes,No Risk
greater_200,22,credits_paid_to_date,radio_tv,4725,greater_1000,1_to_4,3,male,guarantor,3,car_other,48,none,free,2,skilled,1,yes,yes,No Risk
greater_200,22,prior_payments_delayed,radio_tv,3995,100_to_500,1_to_4,4,male,none,3,savings_insurance,46,stores,own,1,unskilled,1,yes,yes,No Risk
greater_200,23,credits_paid_to_date,appliances,4790,100_to_500,1_to_4,2,male,none,2,unknown,41,none,own,1,skilled,1,none,yes,No Risk
greater_200,23,credits_paid_to_date,car_used,2963,greater_1000,greater_7,4,female,none,4,car_other,46,none,own,2,skilled,1,none,yes,Risk
greater_200,23,credits_paid_to_date,car_used,4087,less_100,less_1,2,male,none,2,real_estate,29,none,own,2,skilled,1,yes,yes,No Risk
greater_200,23,credits_paid_to_date,radio_tv,2976,100_to_500,4_to_7,4,female,none,4,car_other,49,none,own,1,skilled,1,yes,yes,Risk
greater_200,23,credits_paid_to_date,retraining,4710,less_100,4_to_7,3,male,none,3,car_other,28,none,own,1,skilled,1,yes,yes,Risk
greater_200,24,credits_paid_to_date,car_used,4643,100_to_500,less_1,3,male,none,4,savings_insurance,30,none,own,1,management_self-employed,1,none,yes,No Risk
greater_200,24,credits_paid_to_date,car_used,4758,100_to_500,4_to_7,3,male,none,3,savings_insurance,38,none,own,1,skilled,1,yes,yes,No Risk
greater_200,24,credits_paid_to_date,radio_tv,5600,less_100,less_1,4,male,none,3,car_other,38,stores,own,2,unskilled,1,none,yes,No Risk
greater_200,24,outstanding_credit,appliances,4193,100_to_500,4_to_7,3,male,none,2,unknown,36,none,own,2,skilled,1,yes,yes,No Risk
greater_200,24,prior_payments_delayed,car_used,4311,greater_1000,4_to_7,2,male,co-applicant,3,car_other,55,none,own,2,skilled,2,yes,yes,No Risk
greater_200,25,credits_paid_to_date,car_used,7360,less_100,1_to_4,3,male,none,3,car_other,35,none,own,2,skilled,1,yes,yes,Risk
greater_200,25,outstanding_credit,appliances,4400,500_to_1000,1_to_4,2,female,none,3,unknown,43,stores,own,1,skilled,1,none,yes,No Risk
greater_200,25,outstanding_credit,business,5515,unknown,4_to_7,3,male,none,3,unknown,44,none,free,2,skilled,1,yes,yes,No Risk
greater_200,25,outstanding_credit,car_used,4411,greater_1000,1_to_4,4,male,none,4,savings_insurance,41,none,own,2,skilled,1,yes,no,No Risk
greater_200,26,credits_paid_to_date,furniture,3308,100_to_500,4_to_7,4,female,none,4,car_other,55,none,own,2,management_self-employed,1,yes,yes,Risk
greater_200,26,credits_paid_to_date,repairs,6010,greater_1000,greater_7,4,male,none,4,car_other,42,none,own,2,skilled,1,none,yes,Risk
greater_200,27,credits_paid_to_date,car_new,4972,greater_1000,4_to_7,4,male,none,4,unknown,36,none,own,2,skilled,1,none,yes,No Risk
greater_200,27,outstanding_credit,vacation,5932,100_to_500,4_to_7,3,male,none,3,savings_insurance,40,none,own,1,management_self-employed,1,yes,yes,Risk
greater_200,28,credits_paid_to_date,car_new,2761,500_to_1000,less_1,3,male,none,4,savings_insurance,37,none,rent,2,skilled,1,none,yes,No Risk
greater_200,28,outstanding_credit,business,3487,unknown,greater_7,4,female,none,3,unknown,48,none,own,2,skilled,1,none,yes,Risk
greater_200,28,outstanding_credit,furniture,4175,unknown,greater_7,4,male,none,4,unknown,53,none,own,2,skilled,1,yes,yes,No Risk
greater_200,28,prior_payments_delayed,car_used,3942,100_to_500,4_to_7,4,male,none,3,savings_insurance,46,none,free,2,skilled,1,none,no,No Risk
greater_200,28,prior_payments_delayed,furniture,4048,100_to_500,1_to_4,3,male,none,2,savings_insurance,24,none,own,2,skilled,1,yes,yes,No Risk
greater_200,28,prior_payments_delayed,radio_tv,675,100_to_500,4_to_7,3,female,none,2,real_estate,49,none,own,1,skilled,1,yes,yes,Risk
greater_200,29,prior_payments_delayed,education,6295,100_to_500,1_to_4,4,male,none,4,savings_insurance,31,none,own,2,management_self-employed,2,yes,yes,No Risk
greater_200,29,prior_payments_delayed,furniture,4860,100_to_500,greater_7,3,male,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes,No Risk
greater_200,30,all_credits_paid_back,car_new,3900,less_100,1_to_4,2,female,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk
greater_200,30,outstanding_credit,radio_tv,5786,500_to_1000,greater_7,5,female,none,4,unknown,37,none,own,2,skilled,1,yes,yes,Risk
greater_200,30,prior_payments_delayed,appliances,9655,less_100,1_to_4,3,male,none,3,unknown,37,none,own,2,skilled,1,none,yes,No Risk
greater_200,30,prior_payments_delayed,business,4040,100_to_500,4_to_7,3,male,co-applicant,4,unknown,26,none,own,1,skilled,1,none,yes,No Risk
greater_200,31,all_credits_paid_back,car_new,3342,less_100,4_to_7,3,male,none,2,car_other,36,none,own,1,skilled,1,none,yes,No Risk
greater_200,31,prior_payments_delayed,appliances,3836,100_to_500,1_to_4,3,male,none,3,savings_insurance,35,none,own,1,skilled,1,yes,yes,Risk
greater_200,31,prior_payments_delayed,appliances,4073,100_to_500,greater_7,3,male,none,3,savings_insurance,36,none,own,1,skilled,2,none,yes,No Risk
greater_200,31,prior_payments_delayed,education,1286,100_to_500,1_to_4,3,female,none,3,real_estate,35,none,own,1,skilled,1,none,yes,Risk
greater_200,32,outstanding_credit,furniture,6563,unknown,greater_7,4,male,co-applicant,5,car_other,51,none,own,2,management_self-employed,2,yes,yes,No Risk
greater_200,34,credits_paid_to_date,business,9252,less_100,1_to_4,3,male,none,4,unknown,31,none,free,2,management_self-employed,1,none,yes,Risk
greater_200,34,prior_payments_delayed,radio_tv,3532,500_to_1000,4_to_7,3,female,none,4,unknown,45,stores,free,2,unskilled,2,yes,yes,Risk
greater_200,35,prior_payments_delayed,appliances,4256,unknown,1_to_4,4,male,none,4,savings_insurance,20,none,own,2,skilled,2,none,yes,No Risk
greater_200,35,prior_payments_delayed,business,7798,100_to_500,4_to_7,4,male,none,2,car_other,34,none,free,2,management_self-employed,1,yes,yes,Risk
greater_200,35,prior_payments_delayed,car_used,4625,greater_1000,4_to_7,4,male,none,4,savings_insurance,43,none,own,2,skilled,1,none,yes,Risk
greater_200,36,outstanding_credit,repairs,5237,500_to_1000,greater_7,4,male,none,4,car_other,49,none,own,2,skilled,1,none,yes,No Risk
greater_200,36,prior_payments_delayed,furniture,5597,500_to_1000,4_to_7,3,female,co-applicant,3,car_other,39,none,own,1,skilled,1,none,yes,Risk
greater_200,36,prior_payments_delayed,radio_tv,4469,100_to_500,greater_7,4,male,none,2,savings_insurance,34,none,own,2,skilled,1,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,1,real_estate,25,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,3,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,2,savings_insurance,19,none,rent,1,management_self-employed,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,savings_insurance,30,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,38,stores,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,348,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,929,less_100,1_to_4,1,male,none,2,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,1000,less_100,1_to_4,1,male,none,2,real_estate,22,stores,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,1301,100_to_500,less_1,1,female,none,2,real_estate,20,bank,rent,2,unskilled,2,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,2121,less_100,less_1,2,male,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,2862,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,4853,less_100,less_1,1,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,1,real_estate,37,stores,own,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_used,2070,less_100,unemployed,1,female,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,furniture,1782,less_100,less_1,1,female,none,1,savings_insurance,33,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,radio_tv,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,radio_tv,950,less_100,less_1,2,male,none,2,real_estate,22,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,repairs,250,less_100,1_to_4,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,repairs,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,repairs,917,less_100,unemployed,1,male,co-applicant,1,savings_insurance,40,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,2,female,co-applicant,1,real_estate,39,stores,rent,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,2,female,none,2,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,2,car_other,31,none,own,1,skilled,1,yes,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,365,less_100,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,2769,less_100,unemployed,1,male,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,22,stores,own,1,unskilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,1,savings_insurance,19,bank,own,1,unemployed,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_used,309,less_100,less_1,2,male,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_used,2806,100_to_500,4_to_7,3,male,none,2,car_other,24,stores,rent,2,unskilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,education,250,less_100,less_1,1,male,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,education,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
